GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,TRACTA,NAME_E,AF2AE001,AF2AE002,AF2AE003,AF2AE004,AF2AE005,AF2AE006,AF2AE007,AF2AE008,AF2AE009,AF2AE010,AF2AE011,AF2AE012,AF2AE013,AF2AE014,AF2AE015,AF2AE016,AF2AE017,AF2AE018,AF2AE019,AF2AE020,AF2AE021,AF2AE022,AF2AE023,AF2AE024,AF2AE025,AF2AE026,AF2AE027,AF2AE028,AF2AE029,AF2AE030,AF2AE031,AF2AE032,AF2AE033,AF2AE034,AF2AE035,AF2AE036,AF2AE037,AF2AE038,AF2AE039,AF2AE040,AF2AE041,AF2AE042,AF2AE043,AF2AE044,AF2AE045,AF2AE046,AF2AE047,AF2AE048,AF2AE049
G08000100085433,2012-2016,Colorado,8,Adams County,1,8543,"Block Group 3, Census Tract 85.43, Adams County, Colorado",1943,1015,170,0,75,19,13,66,9,22,43,95,56,0,81,68,39,16,23,46,51,36,30,0,57,928,62,13,0,19,37,0,48,40,0,91,66,46,66,5,37,0,54,29,52,110,33,30,90
G08000100085434,2012-2016,Colorado,8,Adams County,1,8543,"Block Group 4, Census Tract 85.43, Adams County, Colorado",852,408,14,51,42,0,0,0,0,0,0,0,44,60,25,40,84,6,0,17,14,6,0,0,5,444,33,0,82,22,0,0,0,0,0,13,41,35,40,12,67,0,22,0,14,6,15,0,42
G08000100085435,2012-2016,Colorado,8,Adams County,1,8543,"Block Group 5, Census Tract 85.43, Adams County, Colorado",1472,711,44,14,97,68,21,0,0,0,54,29,42,128,84,27,12,32,0,0,15,0,15,14,15,761,0,103,132,84,52,52,0,0,13,84,45,85,35,0,26,0,23,0,0,14,0,13,0
G08000100085441,2012-2016,Colorado,8,Adams County,1,8544,"Block Group 1, Census Tract 85.44, Adams County, Colorado",4968,2338,216,236,204,115,25,0,12,81,132,222,260,314,146,230,21,18,10,25,23,15,18,7,8,2630,236,226,285,136,30,0,8,92,164,221,328,237,136,143,98,28,64,38,43,14,47,0,56
G08000100085451,2012-2016,Colorado,8,Adams County,1,8545,"Block Group 1, Census Tract 85.45, Adams County, Colorado",1994,1125,32,18,115,75,0,33,64,90,121,49,64,63,50,37,114,52,35,41,37,35,0,0,0,869,0,5,0,59,15,16,0,105,4,52,33,73,53,178,49,0,116,18,54,39,0,0,0
G08000100085452,2012-2016,Colorado,8,Adams County,1,8545,"Block Group 2, Census Tract 85.45, Adams County, Colorado",1456,765,42,52,16,119,18,0,14,0,21,81,57,89,50,34,37,19,34,18,0,37,27,0,0,691,43,55,82,0,19,0,0,55,0,90,45,49,18,69,59,0,32,18,19,19,0,0,19
G08000100085453,2012-2016,Colorado,8,Adams County,1,8545,"Block Group 3, Census Tract 85.45, Adams County, Colorado",1480,811,85,138,55,69,0,0,10,21,33,38,92,0,78,76,50,19,16,15,0,16,0,0,0,669,88,23,36,33,14,22,0,0,9,95,73,71,76,80,0,0,0,0,49,0,0,0,0
G08000100085454,2012-2016,Colorado,8,Adams County,1,8545,"Block Group 4, Census Tract 85.45, Adams County, Colorado",1319,620,25,61,54,38,25,0,0,18,0,62,32,0,46,19,63,18,57,47,19,18,18,0,0,699,45,32,77,26,34,19,36,41,0,33,35,45,19,32,68,19,35,48,37,0,18,0,0
G08000100085455,2012-2016,Colorado,8,Adams County,1,8545,"Block Group 5, Census Tract 85.45, Adams County, Colorado",1472,674,20,78,125,18,11,0,0,34,41,0,21,117,48,49,19,0,0,24,0,50,19,0,0,798,40,35,130,94,46,0,2,0,20,0,20,201,15,43,21,0,24,20,33,54,0,0,0
G08000100085461,2012-2016,Colorado,8,Adams County,1,8546,"Block Group 1, Census Tract 85.46, Adams County, Colorado",1177,610,36,93,30,33,24,0,0,0,77,90,25,47,30,43,10,5,10,0,9,2,0,0,46,567,39,7,26,0,0,0,28,5,45,100,74,23,24,40,36,22,26,0,8,14,0,0,50
G08000100085462,2012-2016,Colorado,8,Adams County,1,8546,"Block Group 2, Census Tract 85.46, Adams County, Colorado",1892,891,18,57,87,80,17,15,2,25,93,60,71,74,73,62,87,25,19,12,0,5,9,0,0,1001,108,35,40,68,29,0,0,33,62,110,95,94,99,51,29,20,41,62,8,17,0,0,0
G08000100085471,2012-2016,Colorado,8,Adams County,1,8547,"Block Group 1, Census Tract 85.47, Adams County, Colorado",1795,878,60,44,145,37,7,8,0,16,120,154,72,89,10,58,48,0,10,0,0,0,0,0,0,917,168,46,95,22,11,11,0,12,85,133,40,69,51,103,52,0,9,0,0,10,0,0,0
G08000100085472,2012-2016,Colorado,8,Adams County,1,8547,"Block Group 2, Census Tract 85.47, Adams County, Colorado",2308,1141,37,49,103,0,0,55,146,22,64,49,117,34,73,94,125,29,42,0,34,27,15,5,21,1167,134,66,43,85,18,5,28,45,125,52,50,116,34,129,47,26,26,33,16,11,37,15,26
G08000100085481,2012-2016,Colorado,8,Adams County,1,8548,"Block Group 1, Census Tract 85.48, Adams County, Colorado",1556,735,79,79,49,82,18,0,0,11,104,80,34,75,16,45,20,5,25,4,2,7,0,0,0,821,39,39,66,0,10,0,0,8,111,82,108,77,53,53,52,10,25,8,17,18,0,36,9
G08000100085491,2012-2016,Colorado,8,Adams County,1,8549,"Block Group 1, Census Tract 85.49, Adams County, Colorado",3060,1500,154,23,140,134,63,0,26,53,170,135,188,145,138,35,34,9,6,7,25,0,9,0,6,1560,113,58,179,79,10,17,0,50,127,105,205,166,103,148,114,8,13,15,0,6,44,0,0
G08000100085492,2012-2016,Colorado,8,Adams County,1,8549,"Block Group 2, Census Tract 85.49, Adams County, Colorado",1391,658,15,66,96,50,7,0,0,13,79,38,40,49,64,38,35,0,28,15,0,25,0,0,0,733,107,63,99,18,36,0,14,9,83,25,21,76,20,52,37,5,21,6,7,15,12,7,0
G08000100085501,2012-2016,Colorado,8,Adams County,1,8550,"Block Group 1, Census Tract 85.50, Adams County, Colorado",2120,1140,77,101,110,22,11,25,0,206,16,0,111,67,94,59,51,12,31,17,67,21,11,31,0,980,61,15,174,11,65,0,31,0,16,14,84,52,204,88,12,28,55,13,34,12,0,11,0
G08000100085502,2012-2016,Colorado,8,Adams County,1,8550,"Block Group 2, Census Tract 85.50, Adams County, Colorado",1093,606,54,45,12,44,0,0,0,0,48,107,13,75,37,79,15,18,24,0,15,10,10,0,0,487,12,49,27,0,0,0,0,14,44,50,29,57,67,12,28,34,12,11,0,10,16,15,0
G08000100085503,2012-2016,Colorado,8,Adams County,1,8550,"Block Group 3, Census Tract 85.50, Adams County, Colorado",3996,2073,162,231,190,85,36,0,0,116,34,112,231,197,209,40,151,28,108,52,35,45,0,11,0,1923,131,129,123,44,42,0,30,86,34,133,324,261,83,64,95,59,127,47,65,21,10,0,15
G08000100085504,2012-2016,Colorado,8,Adams County,1,8550,"Block Group 4, Census Tract 85.50, Adams County, Colorado",1039,483,0,57,62,0,0,0,0,0,22,18,68,0,22,65,11,12,38,22,48,0,38,0,0,556,20,12,29,43,0,22,16,0,16,36,61,16,57,28,66,0,25,13,48,34,14,0,0
G08000100085511,2012-2016,Colorado,8,Adams County,1,8551,"Block Group 1, Census Tract 85.51, Adams County, Colorado",1365,625,68,32,38,27,5,0,12,0,35,38,68,73,84,46,27,1,22,0,5,16,20,8,0,740,98,53,87,30,0,18,18,18,46,45,73,44,47,31,40,1,26,10,1,24,5,0,25
G08000100086031,2012-2016,Colorado,8,Adams County,1,8603,"Block Group 1, Census Tract 86.03, Adams County, Colorado",2089,1005,40,158,44,48,5,0,0,95,59,99,94,85,48,61,74,22,10,0,4,30,23,6,0,1084,84,54,140,46,50,13,7,21,127,100,41,67,89,59,33,67,9,7,30,9,20,6,5
G08000100086041,2012-2016,Colorado,8,Adams County,1,8604,"Block Group 1, Census Tract 86.04, Adams County, Colorado",3544,2167,30,41,48,110,82,50,46,122,296,360,205,216,249,104,86,18,15,43,14,20,0,12,0,1377,27,134,148,118,15,0,0,82,68,102,182,112,110,47,28,38,67,30,27,33,0,0,9
G08000100086042,2012-2016,Colorado,8,Adams County,1,8604,"Block Group 2, Census Tract 86.04, Adams County, Colorado",1426,690,23,38,33,35,0,0,14,33,89,76,57,45,9,75,29,18,21,9,39,20,9,0,18,736,81,53,64,24,11,11,0,55,62,5,82,10,23,74,43,8,37,0,10,37,17,22,7
G08000100086051,2012-2016,Colorado,8,Adams County,1,8605,"Block Group 1, Census Tract 86.05, Adams County, Colorado",1557,822,88,53,44,37,25,16,17,57,59,44,83,30,19,53,20,16,39,0,57,30,17,8,10,735,36,21,64,8,41,0,0,48,59,94,73,32,38,58,27,7,64,0,13,27,9,16,0
G08000100086052,2012-2016,Colorado,8,Adams County,1,8605,"Block Group 2, Census Tract 86.05, Adams County, Colorado",2043,991,125,76,56,37,17,0,9,17,75,48,23,21,79,62,156,9,29,36,16,60,24,16,0,1052,30,72,104,21,9,7,0,30,70,66,8,25,118,96,99,32,50,33,26,103,34,19,0
G08000100086061,2012-2016,Colorado,8,Adams County,1,8606,"Block Group 1, Census Tract 86.06, Adams County, Colorado",1997,1023,122,121,56,59,10,26,0,42,17,165,17,42,48,15,70,0,104,15,25,57,12,0,0,974,17,74,99,8,0,60,0,0,262,23,2,94,45,61,68,17,73,12,23,12,0,10,14
G08000100086062,2012-2016,Colorado,8,Adams County,1,8606,"Block Group 2, Census Tract 86.06, Adams County, Colorado",1157,623,16,32,77,0,0,0,29,38,59,0,61,104,53,16,40,47,0,16,0,20,0,0,15,534,54,0,35,0,23,0,0,24,31,15,23,42,96,0,99,0,19,0,11,20,0,0,42
G08000100086063,2012-2016,Colorado,8,Adams County,1,8606,"Block Group 3, Census Tract 86.06, Adams County, Colorado",3422,1587,131,156,77,56,74,44,23,74,159,183,109,18,103,96,18,13,0,20,108,54,65,0,6,1835,224,203,37,63,68,0,122,54,117,163,91,116,175,90,48,35,52,15,83,43,14,22,0
G08000100087051,2012-2016,Colorado,8,Adams County,1,8705,"Block Group 1, Census Tract 87.05, Adams County, Colorado",1648,821,116,89,50,21,37,33,0,11,72,27,22,45,23,42,72,20,32,25,58,0,7,19,0,827,0,0,63,18,47,0,11,27,105,32,61,115,43,17,61,38,81,0,8,68,18,8,6
G08000100087052,2012-2016,Colorado,8,Adams County,1,8705,"Block Group 2, Census Tract 87.05, Adams County, Colorado",1216,651,0,80,65,72,9,0,0,0,33,43,102,9,28,21,76,0,32,9,0,36,22,0,14,565,35,80,38,0,8,0,0,22,10,48,48,8,36,15,16,33,32,15,60,8,16,22,15
G08000100087053,2012-2016,Colorado,8,Adams County,1,8705,"Block Group 3, Census Tract 87.05, Adams County, Colorado",1087,511,89,55,10,24,0,11,0,54,19,49,36,59,0,31,22,12,0,0,0,9,31,0,0,576,102,67,28,0,34,11,0,37,56,12,110,37,10,28,0,9,0,0,10,18,0,7,0
G08000100087054,2012-2016,Colorado,8,Adams County,1,8705,"Block Group 4, Census Tract 87.05, Adams County, Colorado",1175,548,72,96,42,16,0,0,0,16,0,11,8,31,68,51,51,0,39,9,9,0,20,9,0,627,56,30,61,0,27,43,0,29,32,61,8,45,0,54,89,17,18,8,0,22,0,19,8
G08000100087061,2012-2016,Colorado,8,Adams County,1,8706,"Block Group 1, Census Tract 87.06, Adams County, Colorado",1295,609,40,22,97,27,44,0,13,18,1,79,59,78,40,66,11,0,0,0,9,5,0,0,0,686,69,157,18,21,38,8,11,8,0,121,65,56,13,18,59,7,0,0,9,0,8,0,0
G08000100087062,2012-2016,Colorado,8,Adams County,1,8706,"Block Group 2, Census Tract 87.06, Adams County, Colorado",2471,1320,184,105,74,42,56,45,14,54,139,137,61,50,47,22,112,33,15,13,12,52,32,7,14,1151,46,98,94,66,0,67,0,82,63,118,30,24,97,104,51,5,65,0,52,0,24,24,41
G08000100087063,2012-2016,Colorado,8,Adams County,1,8706,"Block Group 3, Census Tract 87.06, Adams County, Colorado",1374,688,36,45,42,60,22,0,0,15,30,109,68,35,47,47,31,33,17,0,18,18,8,7,0,686,16,59,83,8,29,10,13,14,41,75,92,31,0,51,90,0,20,0,9,11,24,0,10
G08000100087091,2012-2016,Colorado,8,Adams County,1,8709,"Block Group 1, Census Tract 87.09, Adams County, Colorado",1093,580,21,34,14,16,0,0,0,55,148,63,39,0,17,67,0,49,28,0,17,0,12,0,0,513,13,0,0,29,19,0,23,16,38,0,0,21,18,0,128,6,0,46,74,0,15,67,0
G08000100087092,2012-2016,Colorado,8,Adams County,1,8709,"Block Group 2, Census Tract 87.09, Adams County, Colorado",2619,1293,171,297,149,29,0,35,134,38,56,61,35,105,9,36,36,0,0,77,15,0,0,10,0,1326,76,53,195,129,85,0,0,78,81,197,84,33,49,38,71,9,12,66,27,0,16,27,0
G08000100087093,2012-2016,Colorado,8,Adams County,1,8709,"Block Group 3, Census Tract 87.09, Adams County, Colorado",992,498,0,75,132,33,0,0,0,21,38,15,0,0,13,22,72,22,40,0,0,0,15,0,0,494,0,0,78,0,0,0,0,26,31,98,0,44,32,0,25,0,10,0,0,59,33,11,47
G08000100087094,2012-2016,Colorado,8,Adams County,1,8709,"Block Group 4, Census Tract 87.09, Adams County, Colorado",803,377,13,17,0,11,18,0,0,0,0,48,46,0,68,93,24,0,16,23,0,0,0,0,0,426,54,8,7,38,18,0,0,0,12,17,58,0,49,25,62,0,22,32,0,0,12,12,0
G08000100087095,2012-2016,Colorado,8,Adams County,1,8709,"Block Group 5, Census Tract 87.09, Adams County, Colorado",2483,1139,58,163,126,182,7,0,107,15,59,80,0,62,33,87,87,25,0,14,0,0,34,0,0,1344,135,116,174,82,8,0,77,0,187,50,44,234,11,13,80,14,35,14,0,31,0,39,0
G08000100088011,2012-2016,Colorado,8,Adams County,1,8801,"Block Group 1, Census Tract 88.01, Adams County, Colorado",1007,606,33,55,75,65,28,0,16,0,0,48,16,103,43,68,12,6,0,38,0,0,0,0,0,401,55,68,34,21,6,21,0,0,19,28,0,48,32,22,14,6,9,6,0,12,0,0,0
G08000100088012,2012-2016,Colorado,8,Adams County,1,8801,"Block Group 2, Census Tract 88.01, Adams County, Colorado",2585,1165,74,177,168,54,0,8,18,29,26,15,108,143,29,24,58,26,73,17,68,28,0,14,8,1420,146,93,236,104,12,0,0,49,45,160,117,90,29,38,128,0,64,7,17,17,10,46,12
G08000100088013,2012-2016,Colorado,8,Adams County,1,8801,"Block Group 3, Census Tract 88.01, Adams County, Colorado",2349,1158,47,152,85,42,38,1,34,101,158,55,70,46,24,86,54,9,34,57,0,44,0,0,21,1191,287,124,67,55,0,12,0,85,139,135,29,12,43,68,18,13,15,18,17,2,11,39,2
G08000100088021,2012-2016,Colorado,8,Adams County,1,8802,"Block Group 1, Census Tract 88.02, Adams County, Colorado",2139,1176,126,146,54,71,32,44,22,50,115,82,129,24,116,26,57,0,53,0,8,21,0,0,0,963,71,88,115,33,24,6,0,91,124,79,38,85,68,26,26,29,0,0,20,18,0,12,10
G08000100088022,2012-2016,Colorado,8,Adams County,1,8802,"Block Group 2, Census Tract 88.02, Adams County, Colorado",2047,995,63,122,122,25,46,0,32,8,50,86,115,38,27,51,64,39,16,32,20,26,7,6,0,1052,89,128,157,46,25,10,0,24,85,66,113,39,40,40,86,31,0,13,32,0,14,14,0
G08000100088023,2012-2016,Colorado,8,Adams County,1,8802,"Block Group 3, Census Tract 88.02, Adams County, Colorado",741,481,0,0,26,0,0,9,0,39,86,59,48,22,22,48,85,9,15,6,0,0,7,0,0,260,26,46,0,9,0,0,0,5,20,11,8,10,20,21,37,0,0,0,7,7,0,33,0
G08000100089011,2012-2016,Colorado,8,Adams County,1,8901,"Block Group 1, Census Tract 89.01, Adams County, Colorado",1032,518,24,35,75,17,21,17,6,13,11,39,28,24,42,17,54,21,35,3,6,10,20,0,0,514,37,15,66,14,66,6,11,0,22,29,27,34,50,24,37,11,10,4,4,11,25,0,11
G08000100089012,2012-2016,Colorado,8,Adams County,1,8901,"Block Group 2, Census Tract 89.01, Adams County, Colorado",1368,712,64,104,63,24,5,0,13,45,45,38,51,56,27,39,43,7,14,24,15,23,5,7,0,656,47,81,42,17,8,17,7,36,70,60,46,12,35,39,33,6,20,13,11,6,9,24,17
G08000100090011,2012-2016,Colorado,8,Adams County,1,9001,"Block Group 1, Census Tract 90.01, Adams County, Colorado",2049,989,49,57,37,42,29,0,47,25,110,130,72,58,68,57,32,25,37,0,36,26,9,16,27,1060,107,96,67,77,65,0,7,51,20,72,41,41,58,58,102,0,13,55,25,39,19,25,22
G08000100090012,2012-2016,Colorado,8,Adams County,1,9001,"Block Group 2, Census Tract 90.01, Adams County, Colorado",2257,1177,95,113,73,15,28,55,0,44,94,80,107,39,54,123,77,6,63,31,8,24,9,28,11,1080,118,93,108,23,0,14,0,26,136,62,40,76,60,132,40,29,17,24,8,16,24,30,4
G08000100090021,2012-2016,Colorado,8,Adams County,1,9002,"Block Group 1, Census Tract 90.02, Adams County, Colorado",3874,2036,381,200,137,73,7,0,35,148,151,306,213,0,117,48,74,13,122,0,0,0,0,11,0,1838,248,151,42,0,84,30,0,275,193,298,146,10,165,31,70,17,37,0,11,0,30,0,0
G08000100090022,2012-2016,Colorado,8,Adams County,1,9002,"Block Group 2, Census Tract 90.02, Adams County, Colorado",2159,922,63,119,81,43,100,65,11,0,94,43,15,50,72,91,0,0,0,0,32,0,43,0,0,1237,145,75,170,44,0,0,0,167,58,138,91,79,85,56,48,0,0,13,9,47,0,0,12
G08000100090023,2012-2016,Colorado,8,Adams County,1,9002,"Block Group 3, Census Tract 90.02, Adams County, Colorado",1476,769,46,78,112,102,70,0,0,0,64,16,73,18,0,87,72,0,0,11,0,20,0,0,0,707,119,17,111,89,0,0,0,48,67,0,42,0,34,86,0,0,11,12,33,0,23,0,15
G08000100090024,2012-2016,Colorado,8,Adams County,1,9002,"Block Group 4, Census Tract 90.02, Adams County, Colorado",1632,885,184,82,88,24,47,0,0,14,44,0,69,148,43,64,45,0,0,0,0,0,20,0,13,747,74,0,96,72,0,0,60,22,92,11,161,0,12,103,0,0,0,0,0,0,44,0,0
G08000100090025,2012-2016,Colorado,8,Adams County,1,9002,"Block Group 5, Census Tract 90.02, Adams County, Colorado",1439,661,0,0,22,25,17,22,136,0,0,100,11,29,0,0,91,25,26,97,44,0,0,16,0,778,152,17,15,12,35,0,0,0,16,0,161,33,58,58,88,54,0,20,37,15,7,0,0
G08000100091011,2012-2016,Colorado,8,Adams County,1,9101,"Block Group 1, Census Tract 91.01, Adams County, Colorado",2504,1256,68,113,96,36,0,30,68,36,61,78,39,123,29,103,49,70,69,0,10,9,89,29,51,1248,33,79,208,39,60,64,19,75,51,42,175,38,72,34,45,113,15,8,0,19,27,27,5
G08000100091012,2012-2016,Colorado,8,Adams County,1,9101,"Block Group 2, Census Tract 91.01, Adams County, Colorado",1196,645,81,13,38,42,15,0,21,88,5,45,42,66,15,16,80,6,0,30,22,12,0,0,8,551,25,32,55,63,0,9,0,8,6,36,84,32,34,58,33,0,21,7,21,7,20,0,0
G08000100091013,2012-2016,Colorado,8,Adams County,1,9101,"Block Group 3, Census Tract 91.01, Adams County, Colorado",994,509,12,0,83,20,40,0,0,37,0,74,33,58,9,73,24,6,0,0,17,16,0,7,0,485,19,3,50,23,0,0,8,17,22,0,94,94,2,56,27,0,17,7,33,0,6,0,7
G08000100091031,2012-2016,Colorado,8,Adams County,1,9103,"Block Group 1, Census Tract 91.03, Adams County, Colorado",2435,1099,121,128,85,67,37,0,12,10,192,67,76,80,33,49,38,19,23,0,31,6,0,25,0,1336,96,94,187,135,11,0,11,65,118,120,76,94,78,68,53,0,32,0,0,77,0,10,11
G08000100091032,2012-2016,Colorado,8,Adams County,1,9103,"Block Group 2, Census Tract 91.03, Adams County, Colorado",1337,741,24,45,79,79,0,29,0,40,24,20,115,0,174,14,0,21,13,0,54,0,10,0,0,596,42,86,40,0,0,0,0,8,21,33,38,77,51,45,35,13,0,0,7,100,0,0,0
G08000100091041,2012-2016,Colorado,8,Adams County,1,9104,"Block Group 1, Census Tract 91.04, Adams County, Colorado",2903,1354,53,181,154,95,30,9,20,44,145,135,80,61,102,101,47,36,11,14,0,29,7,0,0,1549,152,64,169,80,63,10,11,75,196,97,141,81,127,85,113,22,13,14,6,24,6,0,0
G08000100091042,2012-2016,Colorado,8,Adams County,1,9104,"Block Group 2, Census Tract 91.04, Adams County, Colorado",3265,1763,153,249,120,89,57,19,54,26,156,148,105,98,112,119,85,0,70,0,36,32,27,8,0,1502,78,128,100,87,62,38,0,9,165,139,165,175,80,54,57,16,65,14,6,34,30,0,0
G08000100092021,2012-2016,Colorado,8,Adams County,1,9202,"Block Group 1, Census Tract 92.02, Adams County, Colorado",2383,1113,49,144,12,58,67,0,16,179,34,116,105,52,52,42,61,38,40,11,5,14,0,11,7,1270,145,110,108,68,8,0,98,56,120,109,70,78,80,40,57,0,12,19,25,33,0,13,21
G08000100092022,2012-2016,Colorado,8,Adams County,1,9202,"Block Group 2, Census Tract 92.02, Adams County, Colorado",1323,572,43,6,53,19,52,0,42,16,53,39,51,37,44,46,16,28,12,6,0,4,5,0,0,751,44,96,108,51,0,7,20,32,26,67,64,29,38,44,27,0,7,12,47,20,6,6,0
G08000100092023,2012-2016,Colorado,8,Adams County,1,9202,"Block Group 3, Census Tract 92.02, Adams County, Colorado",1002,428,112,42,20,35,0,0,0,0,32,25,54,31,19,21,0,12,8,0,6,0,0,0,11,574,84,11,92,0,23,0,18,0,35,117,17,26,63,14,35,0,0,9,0,0,5,0,25
G08000100092031,2012-2016,Colorado,8,Adams County,1,9203,"Block Group 1, Census Tract 92.03, Adams County, Colorado",727,343,14,17,24,40,25,25,45,11,0,0,0,23,39,24,0,14,5,0,0,11,21,5,0,384,11,26,23,12,15,0,11,14,12,0,0,26,65,49,5,24,16,9,5,0,23,19,19
G08000100092032,2012-2016,Colorado,8,Adams County,1,9203,"Block Group 2, Census Tract 92.03, Adams County, Colorado",1068,707,53,24,12,25,45,0,0,103,175,99,0,65,5,10,40,8,22,21,0,0,0,0,0,361,81,4,0,0,0,0,36,83,58,12,0,5,50,17,15,0,0,0,0,0,0,0,0
G08000100092033,2012-2016,Colorado,8,Adams County,1,9203,"Block Group 3, Census Tract 92.03, Adams County, Colorado",1955,1056,56,139,104,53,37,14,38,50,207,72,50,47,83,43,0,0,26,0,0,13,24,0,0,899,98,82,77,19,37,8,0,98,137,99,71,40,23,39,9,0,35,0,14,13,0,0,0
G08000100092041,2012-2016,Colorado,8,Adams County,1,9204,"Block Group 1, Census Tract 92.04, Adams County, Colorado",3254,1687,153,123,89,54,0,0,42,228,553,55,56,120,53,62,26,16,18,19,20,0,0,0,0,1567,138,68,50,77,22,0,14,181,239,154,96,33,28,207,114,0,55,0,0,20,19,52,0
G08000100092042,2012-2016,Colorado,8,Adams County,1,9204,"Block Group 2, Census Tract 92.04, Adams County, Colorado",1950,969,42,13,173,34,101,0,0,0,0,232,39,36,163,35,65,0,0,0,0,19,17,0,0,981,131,90,17,17,18,0,74,19,13,19,80,148,44,41,135,0,51,12,40,0,0,32,0
G08000100092043,2012-2016,Colorado,8,Adams County,1,9204,"Block Group 3, Census Tract 92.04, Adams County, Colorado",1796,1037,90,49,69,0,35,0,0,188,96,62,16,45,94,75,65,58,20,0,35,0,20,20,0,759,34,63,31,50,0,0,0,39,97,81,33,48,49,77,44,14,37,43,0,0,19,0,0
G08000100092061,2012-2016,Colorado,8,Adams County,1,9206,"Block Group 1, Census Tract 92.06, Adams County, Colorado",2199,1138,112,68,87,41,48,33,9,29,57,122,97,71,63,84,78,12,27,6,54,14,22,4,0,1061,106,20,90,20,10,24,0,38,94,55,121,53,41,58,37,84,90,11,41,27,14,16,11
G08000100092071,2012-2016,Colorado,8,Adams County,1,9207,"Block Group 1, Census Tract 92.07, Adams County, Colorado",2983,1490,91,87,177,106,24,0,0,25,171,152,173,97,55,96,85,103,7,8,0,18,15,0,0,1493,149,64,106,76,63,20,0,83,126,214,128,84,75,88,90,73,0,8,6,32,0,0,8
G08000100092072,2012-2016,Colorado,8,Adams County,1,9207,"Block Group 2, Census Tract 92.07, Adams County, Colorado",2008,1080,34,88,37,53,33,0,15,52,186,83,149,26,55,57,38,22,65,13,9,51,0,0,14,928,56,55,128,36,0,58,0,49,116,23,95,66,19,30,49,16,18,50,17,35,0,12,0
G08000100093041,2012-2016,Colorado,8,Adams County,1,9304,"Block Group 1, Census Tract 93.04, Adams County, Colorado",978,520,57,0,0,0,0,0,47,63,54,0,0,49,30,26,33,18,57,0,19,10,10,38,9,458,0,0,28,97,12,0,0,57,29,0,0,0,24,61,71,0,10,11,0,29,0,19,10
G08000100093042,2012-2016,Colorado,8,Adams County,1,9304,"Block Group 2, Census Tract 93.04, Adams County, Colorado",1136,585,50,10,0,12,0,0,0,35,115,0,54,10,38,26,33,0,11,10,10,140,9,22,0,551,86,12,0,52,27,0,0,35,25,0,12,26,21,75,40,10,0,0,10,0,109,11,0
G08000100093043,2012-2016,Colorado,8,Adams County,1,9304,"Block Group 3, Census Tract 93.04, Adams County, Colorado",961,473,74,0,0,29,0,0,0,0,76,68,143,16,43,13,11,0,0,0,0,0,0,0,0,488,154,11,11,11,0,0,33,34,25,13,82,31,0,36,0,0,18,19,10,0,0,0,0
G08000100093044,2012-2016,Colorado,8,Adams County,1,9304,"Block Group 4, Census Tract 93.04, Adams County, Colorado",1477,613,42,110,18,0,39,0,0,0,4,110,0,21,124,35,51,11,1,0,27,0,10,0,10,864,40,99,266,0,10,0,0,46,0,0,0,30,165,49,53,0,0,46,1,1,30,28,0
G08000100093045,2012-2016,Colorado,8,Adams County,1,9304,"Block Group 5, Census Tract 93.04, Adams County, Colorado",1599,1041,92,0,138,154,30,41,17,0,63,100,79,76,96,45,0,10,11,0,21,47,0,10,11,558,0,0,23,42,0,0,0,13,72,20,76,122,0,38,27,19,13,11,36,11,23,0,12
G08000100093061,2012-2016,Colorado,8,Adams County,1,9306,"Block Group 1, Census Tract 93.06, Adams County, Colorado",1722,916,16,11,131,25,3,0,14,52,65,126,64,92,32,100,50,17,23,17,10,7,9,0,52,806,48,25,10,0,65,10,0,32,43,27,57,42,48,91,71,31,44,0,56,24,20,17,45
G08000100093062,2012-2016,Colorado,8,Adams County,1,9306,"Block Group 2, Census Tract 93.06, Adams County, Colorado",1972,950,19,40,39,123,31,0,4,37,160,56,38,35,45,122,46,45,24,0,38,0,23,12,13,1022,32,22,131,88,25,0,4,18,95,88,10,48,107,107,37,5,20,56,25,28,23,41,12
G08000100093071,2012-2016,Colorado,8,Adams County,1,9307,"Block Group 1, Census Tract 93.07, Adams County, Colorado",2183,1075,143,61,78,15,0,0,0,103,66,121,101,106,60,73,10,11,40,0,25,24,23,0,15,1108,208,120,22,67,14,0,9,58,129,102,70,42,46,22,28,0,26,16,0,79,36,14,0
G08000100093072,2012-2016,Colorado,8,Adams County,1,9307,"Block Group 2, Census Tract 93.07, Adams County, Colorado",1817,817,33,56,33,51,65,29,0,30,27,79,29,41,36,119,35,16,60,31,0,34,0,0,13,1000,74,49,12,56,48,40,0,42,72,40,171,36,78,54,55,32,44,10,0,15,39,33,0
G08000100093081,2012-2016,Colorado,8,Adams County,1,9308,"Block Group 1, Census Tract 93.08, Adams County, Colorado",977,621,99,6,0,10,22,0,58,11,8,120,133,0,48,11,59,13,0,0,0,23,0,0,0,356,20,0,0,24,39,9,0,13,60,26,13,0,10,61,55,12,0,0,0,6,8,0,0
G08000100093082,2012-2016,Colorado,8,Adams County,1,9308,"Block Group 2, Census Tract 93.08, Adams County, Colorado",1147,506,47,69,24,14,0,0,30,32,45,0,69,0,45,46,17,0,32,21,11,0,0,4,0,641,56,33,105,16,9,0,17,17,40,97,35,12,47,33,25,0,54,10,0,20,15,0,0
